method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,pctree_leaf_clusters,mtree_pivots,mtree_leaf_clusters,vpt_leaf_clusters,kmeans_clusters,kmeans_leaf_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw,avg_hnsw_level_0_time_us,avg_hnsw_level_1_time_us,avg_hnsw_level_2_time_us,avg_hnsw_level_3_time_us,avg_hnsw_level_4_time_us,avg_hnsw_level_5_time_us,avg_hnsw_tri_level0_time_us,avg_hnsw_finger_level0_time_us,avg_pctree_lookup_time_us,avg_mtree_lookup_time_us,avg_vptree_lookup_time_us,avg_kmeans_tree_lookup_time_us
PCTree -> FINGER Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5005300052,43.6326845,2.610829611,0.3332133236,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
VPTree -> HNSW,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8325099955,69.9970804,1.627460803,0.001233333256,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
VPTree -> TRI,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8324866622,43.8832669,2.595921242,0.001256666603,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
VPTree -> FINGER,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.4989266719,45.9011898,2.481798515,0.3348166569,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
VPTree -> HNSW Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8331833287,63.3765694,1.797470355,0.0005600000873,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
VPTree -> TRI Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8331699954,41.9199114,2.71750347,0.0005733334258,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
VPTree -> FINGER Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.4991933387,43.9498906,2.591986081,0.3345499901,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
KMeansTree -> HNSW,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8332399956,64.7677476,1.758861608,0.0005033332475,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
KMeansTree -> TRI,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8332299955,40.6349938,2.803433545,0.0005133332618,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
KMeansTree -> FINGER,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5013433385,41.1659847,2.767272677,0.3323999903,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
KMeansTree -> HNSW Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8330366624,53.3121692,2.136801155,0.0007066664033,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
KMeansTree -> TRI Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8330199957,39.055111,2.916839865,0.0007233330779,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
KMeansTree -> FINGER Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5011500051,40.3909124,2.820374632,0.3325933237,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
Normal HNSW,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8797966606,141.3785581,1,0,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
HNSW -> TRI,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8797833273,59.2893265,2.384553282,1.333333254e-05,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
HNSW + FINGER,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5894266704,56.3859716,2.507335674,0.2903699902,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
MTree -> HNSW,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8802566605,68.4189889,2.066364329,-0.0004599999309,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
MTree -> TRI,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8802433272,46.38765,3.047762887,-0.0004466665924,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
MTree -> FINGER,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5711833372,51.2574585,2.758204605,0.3086133234,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
MTree -> HNSW Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8803833272,52.1531391,2.710835063,-0.0005866666168,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
MTree -> TRI Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8803699939,42.1206128,3.356517123,-0.0005733332783,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
MTree -> FINGER Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5734666704,46.2855714,3.05448445,0.3063299902,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
PCTree -> HNSW,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8795733271,76.1138226,1.857462328,0.000223333472,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
PCTree -> TRI,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8795599938,53.4176127,2.646665602,0.0002366668105,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
PCTree -> FINGER,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5709266709,56.5572763,2.499741277,0.3088699897,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
PCTree -> HNSW Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8795333271,69.8625723,2.023666656,0.0002633334666,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
PCTree -> TRI Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8795199938,52.9343363,2.670828955,0.0002766668051,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
PCTree -> FINGER Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5721866707,56.3634161,2.508339059,0.3076099899,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
VPTree -> HNSW,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.879349994,82.2955007,1.717937881,0.0004466665998,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
VPTree -> TRI,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8793333273,57.3507685,2.465155425,0.0004633332744,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
VPTree -> FINGER,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5712233375,59.8480342,2.362292429,0.3085733232,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
VPTree -> HNSW Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8798433272,75.0253213,1.884411231,-4.666656107e-05,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
VPTree -> TRI Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8798333272,54.6891779,2.585128604,-3.666655868e-05,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
VPTree -> FINGER Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5711433375,57.2765825,2.468348353,0.3086533231,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
KMeansTree -> HNSW,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8796933273,76.8224134,1.840329558,0.0001033333153,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
KMeansTree -> TRI,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8796799939,53.8813207,2.623888135,0.0001166666538,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
KMeansTree -> FINGER,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5721533375,54.0196,2.61717151,0.3076433231,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
KMeansTree -> HNSW Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8795499939,65.2252091,2.167544728,0.0002466667175,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
KMeansTree -> TRI Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8795366605,51.7726591,2.730757132,0.000260000056,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
KMeansTree -> FINGER Multi,1000000,128,30,40,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5722000044,52.9398821,2.670549168,0.3075966562,122.481303,6.106499,5.5374668,4.1568197,1.3359732,0.1548627,51.4019203,52.9041543,4.5770469,7.9441726,4.1350936,7.5295925
Normal HNSW,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9085666597,167.6625323,1,0,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
HNSW -> TRI,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9085633264,74.8950623,2.238632657,3.333336115e-06,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
HNSW + FINGER,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6351066696,70.7310056,2.370424835,0.2734599901,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
MTree -> HNSW,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9089133264,78.8074292,2.127496532,-0.0003466667086,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
MTree -> TRI,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9089133264,57.3753719,2.922203844,-0.0003466667086,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
MTree -> FINGER,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6240666695,62.6281286,2.677112282,0.2844999902,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
MTree -> HNSW Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9090833265,61.6071035,2.721480524,-0.0005166668355,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
MTree -> TRI Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9090833265,52.3398893,3.203341362,-0.0005166668355,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
MTree -> FINGER Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6252900028,57.2919138,2.926460667,0.2832766569,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
PCTree -> HNSW,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.908099993,85.5986957,1.958704288,0.0004666666567,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
PCTree -> TRI,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9080966597,65.0378654,2.577921819,0.0004699999928,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
PCTree -> FINGER,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6278433364,68.2121359,2.457957519,0.2807233233,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
PCTree -> HNSW Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9081566598,79.5853569,2.106700765,0.0004099999085,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
PCTree -> TRI Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9081566598,64.4703658,2.600613944,0.0004099999085,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
PCTree -> FINGER Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6272533362,68.0344399,2.464377344,0.2813133235,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
VPTree -> HNSW,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9082166597,92.1399104,1.819651567,0.0003499999434,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
VPTree -> TRI,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9082166597,69.9032254,2.398494938,0.0003499999434,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
VPTree -> FINGER,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6278066693,71.7390136,2.337117893,0.2807599903,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
VPTree -> HNSW Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9086199931,85.1265784,1.969567384,-5.333337933e-05,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
VPTree -> TRI Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9086199931,66.9512569,2.504247718,-5.333337933e-05,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
VPTree -> FINGER Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6272966694,68.8545472,2.435024833,0.2812699903,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
KMeansTree -> HNSW,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9087133266,88.0939035,1.903225145,-0.0001466668949,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
KMeansTree -> TRI,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9087133266,66.3592713,2.526587906,-0.0001466668949,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
